City,Area_Code,Population,Unemployment_Rate,Police_Stations,Time,Victim_Age,Victim_Gender,Weapon_Used,Past_Crime_Rate,Crime_Occurred
Kolkata,11,53021,4.13,2,Evening,54,Male,Rod,54,0
Chennai,1,128915,8.17,3,Afternoon,32,Male,Rod,47,0
Mumbai,34,159333,17.09,5,Morning,37,Female,Knife,28,0
Patna,1,168450,16.24,9,Afternoon,20,Female,None,86,1
Bhopal,19,127174,10.38,2,Afternoon,26,Female,Rod,88,1
Hyderabad,2,96755,10.59,11,Morning,37,Female,Knife,64,0
Hyderabad,21,153009,6.94,1,Morning,47,Female,None,36,0
Bangalore,20,76330,9.27,11,Evening,39,Female,Knife,9,0
Kolkata,23,188438,13.43,6,Evening,26,Male,Knife,6,0
Bangalore,21,82322,8.44,3,Morning,26,Female,None,30,0
Jaipur,24,112318,5.01,7,Morning,32,Male,Knife,29,0
Jaipur,4,181232,10.65,6,Night,47,Male,Rod,54,1
Patna,12,55313,5.61,11,Night,34,Male,Gun,90,1
Delhi,22,37032,17.59,7,Evening,42,Female,Gun,43,1
Delhi,20,158430,8.25,5,Afternoon,47,Male,Knife,90,1
Kolkata,18,71710,16.55,1,Morning,40,Male,Gun,79,1
Kolkata,1,105326,5.61,3,Morning,43,Male,Gun,15,0
Bhopal,30,96157,5.03,3,Afternoon,55,Female,Gun,67,1
Jaipur,33,189893,11.87,7,Evening,67,Male,Rod,72,1
Bhopal,24,38365,14.47,3,Night,42,Female,Rod,22,0
Delhi,14,23189,11.07,11,Evening,29,Male,Gun,32,0
Mumbai,36,17248,5.68,5,Afternoon,57,Female,None,46,0
Mumbai,5,14369,2.61,4,Morning,54,Female,None,64,0
Kolkata,11,149122,11.89,4,Night,17,Male,None,26,0
Bangalore,24,38605,4.1,7,Afternoon,32,Male,Rod,44,0
Delhi,31,59616,7.49,1,Morning,16,Female,Rod,66,1
Mumbai,13,195551,12.81,7,Evening,60,Female,Rod,7,0
Delhi,16,113719,3.57,8,Night,47,Female,Rod,75,0
Lucknow,24,181955,4.04,3,Morning,34,Male,Gun,67,1
Hyderabad,13,43055,2.99,3,Morning,29,Male,Rod,24,0
Jaipur,24,126680,17.94,4,Morning,46,Male,Gun,75,1
Bhopal,26,17450,8.19,6,Morning,33,Male,None,75,0
Delhi,2,143997,16.49,7,Morning,67,Male,Gun,30,1
Hyderabad,16,60272,6.7,1,Evening,29,Female,None,45,0
Lucknow,38,15310,14.05,4,Afternoon,62,Female,Rod,7,0
Bhopal,46,41817,5.51,7,Night,29,Female,None,47,0
Delhi,1,185600,9.97,11,Evening,39,Female,None,21,0
Kolkata,49,196851,15.19,2,Night,20,Female,Gun,88,1
Hyderabad,11,92641,15.06,1,Morning,31,Female,None,57,1
Bhopal,35,25457,14.71,1,Afternoon,20,Male,Knife,56,1
Delhi,43,52311,15.18,10,Morning,69,Female,None,37,0
Hyderabad,29,145052,5.38,6,Evening,28,Male,Rod,84,1
Lucknow,37,161958,9.72,5,Evening,31,Male,None,64,0
Delhi,17,191949,9.76,1,Night,30,Male,Knife,91,1
Delhi,39,133573,16.25,10,Morning,46,Male,Gun,72,1
Delhi,42,107427,6.75,3,Morning,20,Female,None,60,0
Patna,28,46181,16.9,11,Afternoon,36,Female,Knife,68,1
Kolkata,29,174334,9.21,7,Afternoon,45,Male,Rod,12,0
Lucknow,43,142019,12.72,9,Morning,38,Male,Rod,73,1
Bhopal,3,141094,6.3,9,Night,53,Female,Gun,37,0
Patna,10,11128,8.56,6,Afternoon,44,Female,Rod,29,0
Bangalore,42,89522,13.36,3,Morning,28,Female,Knife,75,1
Patna,14,173394,10.2,1,Morning,47,Male,None,11,0
Jaipur,12,58929,16.89,3,Morning,63,Female,Knife,63,1
Jaipur,47,91696,13.79,10,Evening,57,Female,Gun,37,1
Delhi,42,125245,11.03,2,Night,42,Male,None,45,0
Patna,30,19808,16.19,11,Morning,49,Male,Knife,37,0
Bangalore,32,105148,12.65,5,Morning,60,Female,Gun,33,1
Patna,32,193954,12.36,8,Morning,64,Male,Gun,43,1
Kolkata,42,31725,5.94,5,Afternoon,48,Male,None,61,0
Kolkata,32,82534,8.32,1,Morning,19,Male,None,68,1
Bangalore,26,49950,12.93,3,Evening,33,Male,Rod,90,1
Patna,1,93576,16.27,5,Evening,21,Male,Rod,70,1
Hyderabad,42,30557,7.05,7,Night,43,Female,None,13,0
Kolkata,2,31825,5.45,5,Morning,59,Female,Rod,33,0
Kolkata,17,18998,11.5,10,Morning,42,Female,None,78,0
Mumbai,30,46080,3.08,5,Morning,41,Female,Rod,32,0
Patna,39,198869,13.43,7,Evening,35,Female,Knife,57,1
Kolkata,7,156874,13.25,8,Afternoon,28,Male,Gun,50,1
Lucknow,27,152239,7.68,8,Afternoon,43,Female,None,43,0
Patna,9,52407,16.28,7,Morning,49,Female,None,80,1
Jaipur,22,130283,10.03,3,Afternoon,64,Male,None,62,0
Mumbai,34,23338,12.33,11,Night,38,Female,Knife,90,1
Kolkata,46,86289,5.35,2,Evening,25,Female,Gun,58,1
Mumbai,49,159967,8.68,1,Morning,66,Female,Rod,10,0
Jaipur,1,188982,15.8,6,Afternoon,45,Female,Rod,49,1
Bangalore,9,141029,5.41,9,Morning,37,Male,Gun,44,0
Bangalore,20,119367,8.25,3,Morning,20,Male,Rod,27,0
Patna,19,75898,7.09,5,Evening,68,Male,None,46,0
Jaipur,36,144526,4.42,9,Evening,59,Male,Gun,42,0
Chennai,40,127486,6.64,9,Afternoon,65,Female,Knife,20,0
Chennai,45,96540,5.72,7,Evening,24,Female,Gun,78,1
Patna,4,191709,16.78,4,Night,58,Female,None,51,1
Delhi,9,146421,13.86,11,Morning,19,Female,Gun,25,0
Mumbai,41,135416,7.06,2,Evening,57,Female,Knife,78,1
Mumbai,22,49963,14.21,2,Afternoon,16,Female,Knife,79,1
Bangalore,18,148822,2.35,4,Afternoon,49,Female,Gun,25,0
Chennai,12,104929,10.42,1,Afternoon,56,Male,Gun,29,1
Bhopal,42,163535,6.01,4,Night,41,Male,Rod,65,1
Kolkata,43,84935,3.83,11,Evening,33,Male,Rod,58,0
Kolkata,39,199864,16.14,6,Evening,31,Male,None,93,1
Kolkata,9,23686,5.19,6,Night,38,Male,Rod,64,0
Bangalore,6,73528,15.16,7,Evening,61,Male,None,46,0
Jaipur,19,109811,8.61,5,Evening,51,Male,None,65,0
Hyderabad,48,32787,2.23,9,Evening,41,Female,Gun,36,0
Chennai,47,155848,13.72,2,Night,17,Female,Rod,57,1
Chennai,7,125613,11.54,2,Night,59,Female,Knife,48,1
Bhopal,16,198499,7.51,4,Afternoon,67,Female,Knife,15,0
Mumbai,5,114887,6.5,4,Night,20,Male,Gun,51,1
Delhi,16,71086,3.18,4,Night,44,Male,Knife,94,1
Patna,1,112231,17.06,1,Afternoon,19,Male,Knife,64,1
Mumbai,37,73308,9.9,4,Night,62,Male,Gun,40,1
Jaipur,39,25797,3.37,5,Evening,50,Female,Knife,64,0
Patna,19,15302,15.9,9,Morning,37,Female,Gun,37,1
Chennai,37,48059,6.46,3,Afternoon,64,Female,None,46,0
Jaipur,17,141980,5.26,3,Morning,23,Female,Rod,17,0
Patna,26,153949,6.49,5,Morning,59,Male,Knife,18,0
Bhopal,22,24239,11.03,10,Afternoon,36,Male,Gun,62,1
Bhopal,8,37313,3.18,6,Morning,23,Female,Knife,44,0
Lucknow,33,52103,9.71,3,Morning,67,Female,Rod,69,1
Hyderabad,2,189480,16.33,1,Afternoon,67,Female,Knife,9,0
Bhopal,30,98771,5.01,10,Afternoon,20,Female,None,34,0
Chennai,47,136228,7.3,8,Evening,36,Female,Gun,86,1
Delhi,20,101665,8.34,1,Afternoon,42,Female,Rod,49,0
Kolkata,18,20534,11.38,2,Night,53,Male,None,62,1
Lucknow,43,53060,16.71,3,Morning,20,Male,Knife,43,1
Kolkata,10,27189,8.31,6,Afternoon,36,Female,Knife,16,0
Hyderabad,24,138431,3.11,4,Evening,23,Male,Knife,38,0
Patna,4,96067,7.57,4,Afternoon,37,Male,Rod,18,0
Bangalore,37,20967,5.04,9,Morning,33,Male,Gun,42,0
Bhopal,4,75563,12.43,6,Afternoon,19,Female,Rod,20,0
Delhi,13,18660,2.47,2,Morning,19,Male,None,65,0
Hyderabad,25,128671,6.67,7,Afternoon,52,Male,Gun,63,1
Kolkata,13,139909,10.72,3,Evening,30,Male,Rod,79,1
Lucknow,18,180895,6.44,9,Night,53,Male,Knife,83,1
Bhopal,24,196914,10.82,6,Evening,42,Male,None,78,1
Chennai,2,150688,3.84,8,Afternoon,36,Male,Knife,71,0
Bhopal,48,85976,17.08,1,Morning,63,Male,Rod,15,0
Lucknow,33,189810,6.65,2,Evening,61,Female,None,15,0
Lucknow,19,23107,16.77,6,Night,61,Male,Gun,20,1
Bangalore,9,104182,7.21,3,Night,63,Male,Gun,42,1
Bhopal,28,101787,14.51,1,Morning,69,Male,Rod,34,0
Bhopal,35,25954,5.94,6,Afternoon,19,Female,Rod,45,0
Bangalore,39,26943,12.72,5,Evening,26,Male,Gun,5,0
Jaipur,10,50725,7.18,9,Evening,34,Female,Gun,42,0
Jaipur,1,55434,10.15,6,Morning,34,Male,Rod,64,0
Patna,42,95751,12.78,5,Evening,42,Female,Gun,23,1
Jaipur,21,20110,11.42,1,Morning,55,Female,None,63,1
Mumbai,9,26462,11.22,1,Morning,57,Female,Rod,72,1
Bhopal,47,89232,3.05,11,Afternoon,43,Male,None,14,0
Delhi,15,195153,5.99,1,Morning,20,Female,Knife,21,0
Bhopal,35,193871,11.15,7,Evening,63,Male,None,84,1
Mumbai,5,76567,2.29,6,Morning,40,Male,Rod,89,0
Mumbai,41,192296,6.01,5,Evening,18,Male,Knife,76,1
Kolkata,22,137425,5.67,4,Morning,41,Female,Gun,33,0
Bhopal,41,66063,6.0,11,Afternoon,25,Male,None,10,0
Hyderabad,23,123394,10.57,11,Afternoon,39,Female,None,70,0
Mumbai,7,65240,11.31,8,Morning,44,Male,Rod,67,1
Delhi,23,91352,16.54,11,Morning,60,Male,Gun,35,1
Bangalore,44,158940,8.18,8,Morning,22,Male,Rod,29,0
Patna,25,90989,16.83,5,Afternoon,59,Male,Gun,91,1
Kolkata,27,32222,12.43,4,Night,38,Male,Rod,25,0
Bangalore,41,89794,16.6,2,Morning,61,Male,Gun,20,1
Kolkata,6,73924,15.34,7,Night,42,Male,Knife,8,0
Delhi,34,109854,13.0,5,Morning,57,Female,Rod,50,0
Lucknow,9,88513,7.7,3,Evening,24,Male,Knife,12,0
Bhopal,49,64649,5.86,9,Afternoon,59,Male,Rod,10,0
Chennai,33,112986,5.56,9,Night,18,Female,Rod,57,0
Hyderabad,6,93749,17.23,11,Night,28,Female,Rod,68,1
Bangalore,37,151295,17.34,11,Afternoon,21,Female,None,55,0
Bhopal,31,189238,13.6,10,Night,53,Male,Rod,67,1
Hyderabad,34,49369,16.14,11,Morning,36,Female,Gun,92,1
Lucknow,41,96379,16.7,8,Night,34,Male,None,10,0
Chennai,29,79392,10.18,1,Morning,40,Female,Gun,66,1
Hyderabad,14,22661,12.06,3,Night,54,Male,Gun,37,1
Hyderabad,36,156663,8.7,2,Evening,19,Female,Gun,6,0
Bangalore,36,81718,8.7,4,Night,37,Male,Gun,45,1
Jaipur,15,196307,2.61,2,Night,20,Male,Gun,20,0
Chennai,8,17970,8.94,11,Morning,16,Male,Knife,63,0
Bhopal,26,57922,12.78,8,Afternoon,65,Female,None,13,0
Lucknow,36,40755,8.75,1,Evening,32,Female,Gun,73,1
Chennai,48,130926,15.96,4,Afternoon,24,Female,Knife,14,0
Delhi,21,29416,7.32,5,Morning,24,Female,Knife,11,0
Jaipur,28,23672,4.12,10,Evening,68,Female,Gun,70,1
Delhi,4,138145,14.98,4,Night,39,Male,Rod,24,0
Lucknow,16,188068,12.78,8,Afternoon,25,Female,Gun,67,1
Bangalore,22,84095,5.87,2,Afternoon,35,Male,Knife,8,0
Bangalore,12,10064,10.58,9,Afternoon,32,Male,Gun,32,0
Lucknow,16,78835,8.43,2,Night,28,Male,Knife,76,1
Kolkata,40,146711,17.02,2,Morning,44,Male,Gun,39,1
Lucknow,38,152127,11.72,2,Night,51,Female,Knife,6,0
Jaipur,42,97594,4.53,10,Night,38,Female,Gun,45,0
Mumbai,37,170499,10.03,8,Morning,42,Female,Rod,32,0
Bangalore,29,126916,15.8,3,Morning,33,Female,Rod,79,1
Patna,18,130308,12.74,10,Night,33,Female,Knife,77,1
Jaipur,10,92516,15.48,11,Morning,69,Female,Rod,5,0
Jaipur,42,74666,6.01,10,Afternoon,24,Male,Rod,31,0
Jaipur,39,128294,16.21,8,Evening,18,Female,None,71,1
Hyderabad,18,20866,14.09,7,Morning,22,Male,Gun,43,1
Jaipur,1,13889,13.66,10,Evening,30,Male,Gun,77,1
Bangalore,39,128194,7.54,4,Afternoon,45,Male,Rod,44,0
Mumbai,21,134714,16.2,7,Morning,24,Male,Rod,32,0
Mumbai,1,189298,12.21,11,Night,56,Female,Knife,89,1
Jaipur,15,41335,15.63,8,Night,42,Female,Gun,28,1
Delhi,4,60547,7.78,6,Afternoon,51,Male,None,86,1
Bangalore,20,167234,4.33,6,Morning,33,Female,None,55,0
Bangalore,10,165759,7.32,3,Night,46,Male,Rod,60,1
Chennai,23,108756,9.28,5,Morning,32,Male,Knife,77,1
Bhopal,41,20995,10.53,10,Evening,69,Male,Knife,30,0
Kolkata,34,197560,10.17,2,Night,68,Male,Gun,92,1
Kolkata,46,12631,10.74,5,Afternoon,21,Female,Rod,56,0
Delhi,48,176026,15.47,5,Night,54,Male,Rod,10,0
Kolkata,33,147039,4.72,7,Afternoon,40,Female,Knife,63,0
Chennai,34,98294,7.06,4,Afternoon,57,Male,None,16,0
Lucknow,39,97278,16.22,11,Evening,57,Female,None,67,1
Kolkata,10,74471,10.97,6,Evening,53,Female,Gun,40,1
Bangalore,20,47116,11.33,9,Afternoon,53,Female,Rod,13,0
Lucknow,1,102116,9.65,4,Night,46,Male,Rod,78,1
Kolkata,13,175299,10.78,11,Afternoon,66,Male,None,71,0
Bangalore,1,143014,5.17,6,Morning,44,Female,Rod,33,0
Bangalore,5,57664,10.75,9,Morning,55,Female,Rod,75,1
Jaipur,16,169141,17.95,10,Night,24,Male,Knife,94,1
Mumbai,15,97342,11.06,1,Night,16,Female,Gun,12,0
Delhi,49,24407,2.71,8,Evening,31,Female,Gun,47,0
Chennai,28,123926,14.74,1,Morning,53,Female,Gun,81,1
Hyderabad,31,69201,8.34,4,Afternoon,38,Male,Knife,39,0
Bhopal,23,90093,4.46,3,Afternoon,23,Male,Gun,87,1
Kolkata,48,195420,15.8,4,Morning,62,Male,Gun,26,1
Kolkata,45,27878,5.17,7,Morning,27,Male,None,84,0
Lucknow,43,93100,16.73,9,Evening,25,Male,None,83,1
Lucknow,17,88629,9.07,9,Morning,31,Male,Gun,70,1
Bhopal,49,196492,13.88,10,Evening,62,Female,Knife,25,0
Kolkata,34,53168,10.75,1,Night,58,Female,Knife,75,1
Patna,13,64862,6.11,10,Night,39,Female,Knife,45,0
Chennai,14,38004,12.74,1,Morning,54,Female,Rod,45,1
Kolkata,11,30471,17.33,9,Morning,23,Female,Rod,53,1
Mumbai,28,101820,14.31,4,Morning,26,Female,Knife,8,0
Bhopal,42,112229,11.66,3,Morning,56,Male,None,69,1
Patna,32,75308,17.85,9,Afternoon,41,Female,Rod,14,0
Chennai,35,93969,6.25,5,Afternoon,22,Female,Knife,71,1
Kolkata,31,24568,3.0,6,Night,30,Male,Rod,14,0
Hyderabad,17,19466,2.51,1,Afternoon,30,Male,Rod,77,1
Jaipur,47,67324,13.37,1,Morning,63,Female,Rod,21,0
Mumbai,9,112208,15.28,7,Evening,18,Female,Rod,71,1
Hyderabad,10,156539,12.16,10,Night,31,Female,Knife,57,1
Lucknow,8,85955,16.48,8,Morning,30,Male,Rod,39,0
Lucknow,21,194020,13.17,11,Afternoon,40,Male,Gun,8,0
Kolkata,13,157748,7.94,8,Evening,48,Male,Knife,72,1
Lucknow,5,104791,4.9,7,Evening,29,Male,Knife,15,0
Mumbai,6,172586,16.79,11,Afternoon,39,Female,Knife,48,1
Chennai,30,118718,3.66,9,Morning,69,Female,Rod,64,0
Bangalore,31,32650,10.69,1,Evening,26,Female,Knife,74,1
Delhi,17,98290,7.02,2,Evening,18,Male,None,66,0
Bhopal,11,87701,6.34,3,Afternoon,24,Male,Gun,36,0
Chennai,20,20683,12.33,5,Evening,21,Female,None,50,0
Bangalore,48,90978,5.7,4,Evening,46,Female,Gun,27,0
Patna,9,14860,16.66,4,Evening,31,Female,Gun,41,1
Mumbai,2,144801,8.5,8,Night,26,Male,Rod,94,1
Hyderabad,37,41351,12.84,8,Morning,65,Female,Gun,79,1
Bangalore,1,72744,13.64,11,Morning,32,Male,Gun,62,1
Mumbai,4,165418,12.93,7,Afternoon,64,Female,None,89,1
Jaipur,36,130198,16.45,1,Morning,18,Female,Gun,47,1
Hyderabad,25,84155,5.7,10,Evening,34,Male,Knife,92,1
Lucknow,3,131449,3.38,4,Morning,39,Male,Knife,19,0
Lucknow,9,86700,2.89,1,Night,62,Male,Gun,71,1
Hyderabad,22,16955,16.05,11,Evening,57,Female,Knife,6,0
Patna,23,185365,17.57,5,Evening,23,Male,Rod,75,1
Patna,12,31662,6.84,3,Night,64,Female,Knife,9,0
Patna,10,16408,13.1,3,Night,51,Male,Rod,57,1
Bangalore,34,181475,2.14,4,Morning,55,Female,Gun,49,0
Bhopal,43,11225,5.02,2,Morning,17,Male,Rod,45,0
Bangalore,10,153268,13.03,7,Morning,38,Male,Rod,67,1
Kolkata,30,156444,3.05,4,Night,55,Female,Gun,76,1
Delhi,22,27279,9.5,5,Morning,45,Male,Gun,36,0
Hyderabad,6,120401,12.6,2,Afternoon,40,Female,Rod,6,0
Chennai,2,195312,14.26,6,Morning,22,Female,None,14,0
Delhi,30,102404,9.26,9,Night,43,Female,Gun,47,1
Jaipur,2,179259,12.08,8,Night,56,Male,Gun,47,1
Bangalore,32,58481,10.63,8,Afternoon,65,Female,None,71,0
Bangalore,42,169547,2.84,2,Evening,32,Male,Knife,27,0
Mumbai,16,54552,13.88,4,Afternoon,47,Male,None,86,1
Delhi,12,147930,4.76,8,Night,16,Female,Knife,64,0
Mumbai,1,84474,2.51,11,Evening,42,Male,None,85,0
Chennai,8,35168,9.22,1,Afternoon,59,Female,Rod,10,0
Mumbai,48,42099,15.85,8,Afternoon,51,Female,Gun,17,0
Delhi,13,71455,4.41,3,Evening,64,Female,None,25,0
Hyderabad,15,64240,2.21,8,Afternoon,22,Female,Gun,62,0
Jaipur,44,84796,3.76,6,Evening,18,Female,Knife,89,1
Bangalore,8,64592,7.82,7,Morning,45,Female,Rod,32,0
Chennai,10,132181,11.28,2,Evening,16,Male,Gun,74,1
Bangalore,46,188530,5.09,1,Afternoon,66,Male,None,12,0
Kolkata,5,111611,14.83,6,Morning,49,Male,None,81,1
Jaipur,19,68046,14.05,3,Night,53,Male,Rod,62,1
Bhopal,47,26488,13.13,4,Night,58,Male,Knife,44,1
Mumbai,38,199913,9.8,9,Night,68,Female,Rod,90,1
Lucknow,11,128521,7.84,3,Afternoon,51,Male,Rod,5,0
Delhi,43,141467,8.01,2,Morning,48,Female,Gun,81,1
Bangalore,20,193741,10.05,2,Evening,58,Male,Knife,69,1
Mumbai,20,151917,3.24,2,Night,31,Male,Rod,14,0
Chennai,21,177131,12.92,6,Night,53,Female,Gun,64,1
Bangalore,18,28394,7.62,2,Morning,26,Male,Gun,73,1
Bhopal,10,103993,5.6,11,Morning,23,Male,Knife,24,0
Jaipur,34,186978,6.45,7,Morning,67,Male,Knife,66,0
Jaipur,26,69332,4.88,7,Afternoon,16,Female,Gun,17,0
Bangalore,30,178377,16.43,7,Morning,29,Male,Knife,62,1
Chennai,9,52628,4.7,2,Evening,45,Female,Gun,41,0
Jaipur,46,31352,16.13,7,Evening,36,Male,Knife,14,0
Jaipur,31,92971,11.16,10,Night,36,Female,Knife,7,0
Bhopal,42,61993,15.88,8,Evening,49,Male,Knife,38,1
Delhi,4,180458,9.59,8,Morning,53,Female,None,38,0
Chennai,6,113027,16.84,2,Evening,41,Female,Knife,34,1
Chennai,14,197696,5.38,5,Night,56,Male,None,41,0
Hyderabad,4,198137,10.88,6,Afternoon,29,Male,Gun,72,1
Hyderabad,26,130212,4.01,9,Evening,69,Male,Rod,38,0
Jaipur,47,18539,9.16,6,Night,55,Female,Rod,36,0
Lucknow,48,142335,11.12,10,Night,50,Male,Rod,89,1
Hyderabad,39,154377,11.69,6,Morning,57,Female,Gun,62,1
Jaipur,17,63817,7.85,10,Night,33,Male,Knife,28,0
Patna,19,165470,3.22,10,Evening,35,Male,None,13,0
Kolkata,49,59107,12.49,6,Night,24,Female,Gun,45,1
Kolkata,6,173224,9.81,9,Night,56,Male,Rod,28,0
Chennai,29,171696,4.19,10,Morning,66,Male,Rod,29,0
Lucknow,11,139240,16.97,7,Morning,60,Male,Rod,40,0
Bhopal,16,109655,17.29,1,Evening,48,Female,Rod,12,0
Delhi,30,66132,15.71,1,Night,64,Female,None,93,1
Hyderabad,25,135701,15.5,4,Afternoon,19,Female,Rod,63,1
Patna,40,115494,3.58,2,Night,19,Female,None,39,0
Jaipur,11,62979,17.89,3,Afternoon,63,Male,Rod,42,1
Lucknow,7,68013,8.41,7,Evening,31,Male,Gun,87,1
Chennai,26,73797,4.61,7,Morning,62,Male,None,36,0
Hyderabad,22,61798,14.99,3,Evening,41,Female,None,55,1
Lucknow,25,157722,5.61,2,Morning,21,Male,Gun,32,0
Hyderabad,19,167086,10.42,1,Morning,52,Female,Rod,60,1
Delhi,31,86421,4.05,9,Night,37,Male,Rod,12,0
Delhi,26,17434,9.59,10,Night,57,Female,Knife,45,0
Bhopal,42,40028,10.93,3,Morning,54,Female,Knife,27,0
Kolkata,41,76558,9.13,9,Afternoon,22,Male,None,58,0
Mumbai,36,34331,3.11,4,Afternoon,57,Female,Knife,27,0
Mumbai,23,77573,9.76,10,Night,45,Female,Gun,36,0
Hyderabad,47,139473,9.5,6,Evening,25,Male,Gun,14,0
Bhopal,13,187398,6.19,7,Afternoon,30,Female,Gun,85,1
Mumbai,25,92979,16.75,10,Morning,21,Female,None,39,0
Chennai,2,14123,8.68,6,Night,39,Male,Gun,67,1
Mumbai,2,26603,15.83,1,Night,17,Female,None,71,1
Bangalore,16,75941,3.75,6,Morning,55,Female,None,40,0
Jaipur,9,52597,7.1,11,Evening,67,Female,Gun,53,0
Bhopal,28,94238,4.82,6,Morning,30,Male,Gun,50,0
Chennai,13,183791,8.53,5,Evening,68,Male,None,31,0
Lucknow,35,51751,3.79,3,Night,36,Male,Gun,35,0
Chennai,41,136462,9.06,10,Evening,33,Male,Knife,38,0
Kolkata,13,96978,7.66,3,Morning,20,Female,None,80,1
Lucknow,31,27693,5.57,11,Night,40,Male,Rod,63,0
Patna,21,178769,12.27,10,Afternoon,51,Male,None,58,0
Jaipur,32,104524,17.21,7,Night,25,Male,Gun,93,1
Jaipur,34,107869,5.31,8,Morning,66,Male,Gun,70,1
Jaipur,8,171064,13.39,3,Morning,61,Female,None,34,0
Jaipur,41,73825,13.88,3,Night,38,Female,None,77,1
Hyderabad,48,150594,9.97,7,Night,39,Male,Rod,27,0
Jaipur,2,140475,16.36,10,Night,60,Female,Rod,13,0
Jaipur,38,55406,17.46,7,Evening,25,Male,None,88,1
Jaipur,32,153193,7.8,11,Afternoon,69,Male,Gun,59,1
Bhopal,40,133371,12.42,9,Evening,21,Female,None,5,0
Hyderabad,28,155291,12.6,6,Morning,28,Female,Knife,60,1
Delhi,37,11617,8.46,7,Night,36,Female,Knife,43,0
Chennai,41,53016,7.07,11,Evening,47,Female,Gun,91,1
Chennai,1,191744,16.94,10,Evening,58,Female,None,22,0
Lucknow,41,34276,14.64,1,Morning,69,Female,None,46,1
Bhopal,10,82240,3.83,7,Evening,30,Male,Knife,77,1
Bangalore,4,116292,3.92,2,Morning,17,Female,None,79,0
Chennai,35,196807,16.76,7,Evening,30,Male,Gun,69,1
Mumbai,10,27959,3.3,3,Afternoon,66,Male,Gun,79,1
Bangalore,47,38522,13.01,9,Morning,32,Male,Rod,37,0
Jaipur,11,197159,5.63,5,Afternoon,35,Male,Gun,34,0
Jaipur,14,151025,2.56,7,Evening,65,Male,None,9,0
Hyderabad,38,36567,2.95,8,Afternoon,21,Female,None,54,0
Bangalore,12,72708,7.98,2,Afternoon,30,Female,Knife,69,1
Mumbai,45,136206,3.24,11,Afternoon,32,Male,Knife,14,0
Hyderabad,17,32560,11.55,1,Evening,41,Male,Gun,64,1
Lucknow,16,68390,12.36,7,Morning,37,Female,Rod,81,1
Bangalore,35,135772,7.98,6,Evening,24,Male,None,31,0
Bhopal,2,177732,13.89,6,Evening,27,Female,Rod,76,1
Jaipur,11,55104,9.84,2,Evening,37,Female,None,32,0
Jaipur,41,67805,8.88,3,Morning,38,Female,Gun,49,1
Kolkata,3,34496,8.51,4,Night,52,Male,Gun,56,1
Hyderabad,29,101257,8.9,3,Evening,29,Male,Knife,70,1
Delhi,18,13515,17.49,2,Evening,39,Male,Rod,66,1
Delhi,20,14454,12.9,3,Morning,23,Male,Knife,80,1
Hyderabad,47,32873,7.04,6,Night,41,Male,Gun,81,1
Bhopal,14,83920,13.74,9,Night,47,Male,Rod,64,1
Patna,34,23727,7.28,4,Night,43,Male,None,90,1
Hyderabad,49,138376,4.01,6,Night,47,Male,Knife,44,0
Bhopal,31,79070,9.61,1,Morning,37,Female,Gun,19,0
Lucknow,40,109059,14.02,6,Morning,64,Male,None,11,0
Jaipur,42,134564,8.04,3,Night,24,Female,Gun,43,1
Mumbai,18,127213,15.91,9,Afternoon,18,Female,None,55,0
Patna,30,191051,8.19,4,Morning,40,Female,Knife,11,0
Bangalore,25,35465,7.6,7,Afternoon,54,Male,None,16,0
Patna,19,194972,17.97,4,Afternoon,27,Male,Rod,18,0
Mumbai,8,69799,9.72,11,Night,44,Male,None,38,0
Kolkata,28,106129,14.88,6,Night,18,Female,Gun,43,1
Jaipur,8,162402,14.88,7,Evening,56,Male,None,77,1
Delhi,31,149374,16.82,2,Afternoon,61,Male,Knife,68,1
Bhopal,3,117288,3.36,10,Evening,38,Female,Gun,16,0
Hyderabad,3,22875,6.34,6,Night,38,Male,Gun,38,0
Hyderabad,44,37219,14.28,8,Afternoon,33,Female,Gun,31,1
Delhi,22,46182,11.0,6,Morning,26,Female,Gun,26,0
Patna,17,183341,10.95,2,Evening,51,Female,Rod,22,0
Jaipur,36,89781,4.66,4,Night,41,Male,Gun,50,1
Chennai,17,16457,6.5,1,Afternoon,23,Female,Gun,48,1
Bhopal,14,147821,10.34,7,Night,43,Female,Gun,22,0
Lucknow,9,43064,6.43,8,Evening,33,Male,Knife,41,0
Mumbai,30,150893,5.36,10,Night,28,Female,Knife,11,0
Patna,21,125256,3.4,2,Night,51,Male,Gun,72,1
Bangalore,12,108297,4.49,10,Morning,57,Male,Rod,84,0
Kolkata,37,148736,14.3,5,Night,55,Female,None,90,1
Hyderabad,32,170353,13.5,11,Afternoon,59,Male,Rod,64,1
Patna,11,172893,2.73,8,Afternoon,66,Male,Gun,52,0
Kolkata,20,165719,5.25,11,Morning,27,Male,Gun,55,0
Mumbai,35,79918,10.97,8,Afternoon,37,Male,Rod,88,1
Hyderabad,47,100179,7.16,5,Night,17,Female,Gun,56,1
Hyderabad,46,84944,15.17,8,Night,55,Male,None,81,1
Chennai,11,99142,14.56,6,Afternoon,43,Male,Knife,56,1
Patna,8,37603,16.27,5,Evening,28,Male,None,88,1
Jaipur,4,56458,11.01,11,Night,48,Male,None,58,0
Delhi,27,80605,7.63,4,Afternoon,18,Female,None,45,0
