City,Age,Monthly_Income,Education_Level,Employment_Type,Digital_Usage_Hours,Household_Size,Area_Type,Govt_Scheme_Usage,Citizen_Segment
Pune,24,98361,Postgraduate,Unemployed,4.87,7,Urban,1,1
Chennai,41,18698,Secondary,Government,9.81,5,Urban,4,1
Lucknow,28,20376,Graduate,Self-Employed,1.82,5,Urban,0,0
Hyderabad,26,18117,Primary,Private,7.06,3,Urban,3,0
Lucknow,29,53786,Primary,Unemployed,4.32,3,Rural,4,0
Delhi,52,118005,Secondary,Unemployed,5.36,5,Urban,2,0
Lucknow,21,71480,Secondary,Government,7.74,6,Semi-Urban,3,1
Jaipur,53,137583,Graduate,Self-Employed,2.0,2,Urban,3,1
Chennai,45,58233,Postgraduate,Government,7.75,3,Urban,4,1
Mumbai,30,116022,Primary,Government,1.17,4,Urban,2,0
Chennai,40,97529,Postgraduate,Government,5.09,3,Rural,4,1
Kolkata,36,105919,Graduate,Government,7.55,4,Semi-Urban,0,1
Mumbai,59,88533,Primary,Government,2.33,3,Semi-Urban,3,0
Kolkata,54,74407,Graduate,Self-Employed,7.82,5,Semi-Urban,4,1
Kolkata,56,78809,Secondary,Government,2.08,7,Rural,4,0
Delhi,41,22229,Graduate,Self-Employed,8.09,4,Rural,0,1
Delhi,33,47176,Secondary,Private,4.95,7,Urban,4,0
Ahmedabad,50,99825,Postgraduate,Private,7.0,7,Rural,3,1
Bangalore,29,139332,Primary,Private,9.22,2,Semi-Urban,1,1
Ahmedabad,51,102555,Primary,Private,4.38,3,Semi-Urban,1,0
Ahmedabad,24,8145,Postgraduate,Unemployed,2.71,3,Rural,2,0
Bangalore,28,102289,Secondary,Self-Employed,8.74,5,Rural,0,1
Hyderabad,48,143874,Primary,Private,2.04,4,Semi-Urban,2,0
Mumbai,46,7263,Graduate,Unemployed,6.5,6,Semi-Urban,1,0
Pune,30,62788,Secondary,Self-Employed,9.27,5,Semi-Urban,0,1
Ahmedabad,48,144227,Primary,Unemployed,6.91,7,Semi-Urban,4,0
Lucknow,19,136994,Graduate,Unemployed,2.36,4,Semi-Urban,4,0
Lucknow,56,50344,Graduate,Government,1.95,3,Rural,3,0
Kolkata,32,127819,Primary,Unemployed,2.9,3,Rural,1,0
Bangalore,28,78352,Postgraduate,Unemployed,4.22,3,Urban,4,0
Kolkata,51,45324,Postgraduate,Self-Employed,2.01,3,Urban,0,1
Jaipur,56,99075,Primary,Unemployed,8.08,1,Urban,4,0
Jaipur,21,82169,Graduate,Government,3.89,3,Rural,2,1
Pune,28,28384,Postgraduate,Private,9.39,3,Urban,2,1
Delhi,46,8512,Postgraduate,Private,8.5,6,Urban,2,1
Delhi,19,142138,Postgraduate,Self-Employed,9.13,6,Rural,2,1
Bangalore,33,128775,Secondary,Self-Employed,3.3,4,Semi-Urban,2,0
Bangalore,56,83743,Postgraduate,Unemployed,5.95,7,Rural,3,0
Ahmedabad,30,90642,Primary,Self-Employed,3.55,3,Rural,2,0
Jaipur,54,134587,Primary,Unemployed,2.94,3,Semi-Urban,3,0
Ahmedabad,34,84858,Secondary,Self-Employed,6.27,4,Urban,3,1
Delhi,38,59800,Secondary,Private,8.27,7,Rural,4,0
Mumbai,61,105364,Primary,Private,1.39,3,Rural,0,0
Mumbai,36,7387,Secondary,Private,3.12,3,Semi-Urban,2,0
Bangalore,24,137871,Postgraduate,Private,2.45,5,Rural,0,1
Kolkata,55,124095,Graduate,Unemployed,8.08,1,Urban,1,1
Delhi,25,40548,Graduate,Unemployed,9.37,4,Semi-Urban,3,1
Mumbai,30,95450,Graduate,Unemployed,1.26,5,Rural,1,0
Delhi,54,110669,Primary,Private,4.1,6,Urban,3,0
Chennai,19,85171,Secondary,Government,9.19,7,Urban,2,1
Lucknow,58,50414,Graduate,Private,3.77,2,Rural,1,0
Jaipur,28,78071,Postgraduate,Private,7.27,2,Urban,4,1
Ahmedabad,41,117808,Postgraduate,Government,1.46,6,Semi-Urban,1,1
Delhi,23,83591,Postgraduate,Government,4.72,1,Urban,3,1
Lucknow,43,9297,Secondary,Self-Employed,5.28,7,Semi-Urban,3,0
Chennai,24,114513,Graduate,Private,7.7,7,Semi-Urban,0,1
Ahmedabad,56,133668,Postgraduate,Government,3.24,2,Semi-Urban,1,1
Delhi,36,91479,Secondary,Self-Employed,3.01,1,Rural,4,0
Bangalore,23,103752,Postgraduate,Government,3.38,2,Urban,2,1
Lucknow,60,141080,Graduate,Government,5.78,2,Rural,0,1
Ahmedabad,46,120481,Graduate,Self-Employed,8.82,7,Rural,1,1
Delhi,60,72156,Graduate,Private,8.39,5,Semi-Urban,0,1
Lucknow,56,65263,Graduate,Self-Employed,1.05,7,Rural,1,0
Chennai,19,123996,Graduate,Private,8.85,2,Urban,2,1
Delhi,36,104252,Postgraduate,Government,1.4,7,Rural,2,1
Delhi,21,123632,Graduate,Self-Employed,4.45,6,Rural,4,0
Delhi,23,79855,Postgraduate,Unemployed,7.77,1,Semi-Urban,0,1
Pune,66,21575,Graduate,Government,1.27,3,Semi-Urban,4,0
Bangalore,54,17204,Postgraduate,Self-Employed,0.88,7,Rural,1,0
Chennai,45,16952,Graduate,Government,3.63,7,Semi-Urban,2,0
Ahmedabad,47,88323,Postgraduate,Self-Employed,7.43,3,Rural,2,1
Pune,24,147712,Graduate,Private,5.46,3,Urban,3,1
Kolkata,26,31437,Secondary,Unemployed,4.46,1,Urban,3,0
Pune,42,132129,Postgraduate,Government,8.22,1,Semi-Urban,4,1
Jaipur,50,92681,Secondary,Unemployed,7.78,3,Urban,0,1
Jaipur,18,12903,Postgraduate,Private,7.97,6,Urban,1,1
Delhi,68,31863,Postgraduate,Self-Employed,4.87,2,Rural,4,0
Pune,23,48381,Postgraduate,Unemployed,0.68,3,Semi-Urban,2,0
Kolkata,35,33548,Primary,Self-Employed,2.14,4,Urban,2,0
Pune,27,16467,Graduate,Private,7.54,7,Semi-Urban,2,1
Bangalore,45,62954,Secondary,Government,7.66,1,Semi-Urban,1,1
Bangalore,28,28901,Secondary,Private,9.74,4,Semi-Urban,4,1
Kolkata,50,28301,Postgraduate,Unemployed,2.31,4,Urban,1,0
Pune,18,129686,Secondary,Unemployed,1.67,1,Semi-Urban,2,0
Lucknow,30,90180,Secondary,Unemployed,1.82,7,Semi-Urban,3,0
Bangalore,54,74903,Secondary,Self-Employed,2.26,3,Rural,4,0
Bangalore,37,108955,Secondary,Government,5.52,6,Rural,3,1
Mumbai,18,24755,Primary,Unemployed,9.76,5,Rural,4,0
Pune,69,64817,Postgraduate,Unemployed,6.1,4,Rural,2,0
Bangalore,20,7093,Secondary,Unemployed,5.47,3,Semi-Urban,3,0
Chennai,35,101319,Primary,Private,6.9,5,Rural,3,0
Pune,58,27940,Primary,Unemployed,1.2,7,Rural,4,0
Jaipur,31,133714,Postgraduate,Private,8.25,4,Urban,3,1
Mumbai,48,96544,Graduate,Unemployed,6.65,3,Rural,3,0
Bangalore,44,89437,Graduate,Private,2.13,4,Rural,2,0
Mumbai,34,97969,Graduate,Self-Employed,6.49,3,Urban,4,1
Jaipur,63,112001,Secondary,Self-Employed,6.16,7,Semi-Urban,4,0
Kolkata,46,92725,Postgraduate,Private,1.12,6,Semi-Urban,0,1
Kolkata,53,120784,Graduate,Government,3.04,7,Urban,4,1
Pune,54,115675,Secondary,Government,4.21,2,Urban,2,1
Jaipur,43,99266,Postgraduate,Private,2.83,2,Semi-Urban,3,1
Hyderabad,34,14236,Secondary,Self-Employed,2.81,7,Rural,0,0
Hyderabad,39,77597,Graduate,Private,5.94,1,Urban,3,1
Pune,42,139974,Graduate,Government,4.97,5,Urban,4,1
Delhi,19,104656,Primary,Private,6.84,7,Urban,1,1
Mumbai,39,39364,Primary,Self-Employed,9.59,7,Semi-Urban,3,0
Mumbai,22,112071,Postgraduate,Government,6.78,4,Semi-Urban,4,1
Kolkata,21,99410,Secondary,Government,6.03,4,Semi-Urban,2,1
Hyderabad,53,148092,Secondary,Unemployed,8.55,3,Semi-Urban,4,1
Ahmedabad,23,63473,Graduate,Unemployed,6.5,5,Semi-Urban,0,0
Bangalore,69,49153,Graduate,Government,2.07,4,Rural,1,0
Bangalore,38,43502,Postgraduate,Government,3.49,5,Rural,1,1
Bangalore,30,20675,Primary,Private,7.47,7,Semi-Urban,1,0
Kolkata,54,123384,Graduate,Self-Employed,7.51,5,Semi-Urban,2,1
Jaipur,42,83229,Secondary,Government,9.88,2,Semi-Urban,1,1
Lucknow,43,94049,Graduate,Self-Employed,6.46,4,Urban,3,1
Hyderabad,56,94157,Primary,Government,9.05,4,Urban,2,1
Hyderabad,37,110711,Secondary,Self-Employed,1.02,1,Semi-Urban,4,0
Ahmedabad,50,115090,Primary,Unemployed,5.88,5,Semi-Urban,0,0
Mumbai,31,98321,Postgraduate,Government,9.24,3,Urban,2,1
Delhi,53,31465,Postgraduate,Private,3.23,2,Urban,0,1
Pune,34,37286,Primary,Self-Employed,1.97,7,Urban,2,0
Mumbai,38,59795,Secondary,Government,3.83,1,Urban,4,0
Jaipur,63,113139,Primary,Unemployed,8.03,2,Urban,0,1
Pune,33,108845,Graduate,Unemployed,1.3,3,Semi-Urban,2,0
Hyderabad,63,54986,Graduate,Unemployed,6.2,1,Semi-Urban,0,0
Jaipur,33,80396,Primary,Unemployed,1.79,2,Urban,1,0
Pune,37,60178,Graduate,Government,4.64,3,Semi-Urban,1,1
Ahmedabad,46,15745,Primary,Private,9.68,6,Urban,1,1
Ahmedabad,45,84637,Graduate,Self-Employed,2.35,1,Urban,3,0
Chennai,25,141100,Primary,Private,0.82,3,Urban,1,0
Lucknow,41,53566,Graduate,Self-Employed,4.56,1,Semi-Urban,1,0
Ahmedabad,20,48722,Secondary,Private,5.99,4,Semi-Urban,4,0
Hyderabad,42,91623,Secondary,Government,3.33,4,Semi-Urban,0,1
Delhi,36,116074,Graduate,Government,5.65,2,Semi-Urban,0,1
Bangalore,50,79974,Primary,Self-Employed,9.56,5,Rural,1,1
Chennai,19,89084,Graduate,Government,3.46,6,Urban,0,1
Bangalore,32,122353,Postgraduate,Self-Employed,3.44,7,Urban,2,1
Lucknow,39,109417,Postgraduate,Private,5.09,5,Semi-Urban,1,1
Pune,27,73099,Primary,Government,5.4,7,Semi-Urban,1,0
Kolkata,35,144570,Graduate,Government,0.51,7,Rural,3,0
Ahmedabad,39,30107,Graduate,Self-Employed,6.35,7,Urban,2,1
Delhi,63,138768,Secondary,Self-Employed,9.97,3,Urban,1,1
Lucknow,66,58839,Primary,Self-Employed,3.27,1,Semi-Urban,1,0
Bangalore,44,94241,Postgraduate,Self-Employed,6.49,4,Semi-Urban,0,1
Chennai,30,28397,Postgraduate,Unemployed,0.54,5,Rural,1,0
Ahmedabad,50,12704,Primary,Self-Employed,6.24,7,Urban,1,0
Hyderabad,22,21442,Postgraduate,Unemployed,4.75,4,Rural,1,0
Ahmedabad,43,134576,Primary,Private,5.54,7,Urban,1,1
Chennai,30,14765,Postgraduate,Self-Employed,5.67,6,Semi-Urban,3,1
Chennai,44,120828,Postgraduate,Unemployed,2.18,3,Rural,2,0
Kolkata,31,15002,Primary,Unemployed,7.81,6,Semi-Urban,3,0
Ahmedabad,41,16390,Primary,Unemployed,5.78,6,Urban,0,0
Ahmedabad,20,11641,Postgraduate,Government,3.07,3,Urban,4,0
Kolkata,64,116119,Postgraduate,Unemployed,9.41,1,Rural,1,1
Jaipur,68,20624,Secondary,Self-Employed,0.62,6,Semi-Urban,0,0
Jaipur,66,14966,Graduate,Self-Employed,7.4,5,Urban,4,1
Pune,47,76301,Primary,Self-Employed,4.12,7,Urban,1,0
Jaipur,52,120123,Primary,Unemployed,5.46,3,Rural,1,0
Mumbai,65,83183,Graduate,Unemployed,3.27,3,Rural,4,0
Ahmedabad,31,9959,Secondary,Government,3.55,7,Semi-Urban,3,0
Delhi,29,55802,Postgraduate,Private,0.64,4,Rural,4,0
Ahmedabad,45,129125,Postgraduate,Government,7.43,2,Urban,4,1
Mumbai,61,128795,Secondary,Self-Employed,7.25,6,Semi-Urban,2,1
Mumbai,46,32215,Secondary,Self-Employed,6.72,5,Semi-Urban,1,0
Bangalore,60,60046,Graduate,Self-Employed,8.84,1,Semi-Urban,1,1
Ahmedabad,34,99593,Graduate,Government,9.06,6,Urban,3,1
Lucknow,57,84036,Postgraduate,Self-Employed,5.79,7,Rural,3,1
Mumbai,66,114864,Secondary,Self-Employed,7.01,1,Semi-Urban,2,1
Delhi,38,125333,Secondary,Self-Employed,0.6,4,Urban,2,0
Kolkata,40,21772,Postgraduate,Unemployed,8.54,6,Rural,2,0
Pune,37,56943,Postgraduate,Private,8.26,1,Semi-Urban,3,1
Bangalore,28,73868,Postgraduate,Unemployed,0.69,6,Rural,4,0
Kolkata,51,54855,Postgraduate,Unemployed,5.66,3,Rural,1,0
Bangalore,27,106124,Postgraduate,Private,9.11,6,Rural,1,1
Delhi,27,62205,Graduate,Private,2.22,5,Urban,0,0
Chennai,60,141031,Postgraduate,Government,3.85,6,Semi-Urban,3,1
Ahmedabad,23,30874,Secondary,Private,3.65,1,Semi-Urban,3,0
Hyderabad,53,136007,Primary,Government,3.88,5,Semi-Urban,2,0
Lucknow,41,6301,Graduate,Government,0.9,1,Urban,0,0
Kolkata,29,63017,Secondary,Unemployed,3.15,7,Rural,0,0
Ahmedabad,60,48319,Primary,Self-Employed,3.3,7,Urban,3,0
Lucknow,40,27455,Graduate,Unemployed,8.73,2,Semi-Urban,2,0
Chennai,44,140184,Postgraduate,Unemployed,3.85,2,Rural,1,1
Hyderabad,62,62033,Graduate,Private,4.75,5,Urban,2,1
Lucknow,54,111924,Postgraduate,Private,4.12,7,Urban,1,1
Lucknow,23,37735,Postgraduate,Government,1.65,2,Urban,3,0
Kolkata,18,77781,Postgraduate,Government,9.91,2,Urban,2,1
Jaipur,23,131031,Primary,Government,8.35,3,Rural,0,1
Hyderabad,67,133305,Graduate,Private,5.64,1,Urban,4,1
Ahmedabad,39,113049,Postgraduate,Government,5.03,2,Rural,0,1
Chennai,58,10630,Secondary,Government,6.67,5,Urban,1,1
Hyderabad,41,70488,Graduate,Private,3.6,3,Semi-Urban,3,0
Delhi,42,139278,Secondary,Self-Employed,0.98,7,Urban,2,0
Jaipur,32,61289,Primary,Unemployed,4.34,2,Urban,3,0
Delhi,43,23953,Primary,Private,9.85,6,Semi-Urban,3,0
Chennai,25,105932,Graduate,Government,2.23,7,Rural,1,1
Kolkata,68,146140,Primary,Unemployed,5.51,5,Urban,3,0
Kolkata,41,83930,Primary,Private,0.58,1,Urban,2,0
Chennai,65,6067,Graduate,Unemployed,1.66,7,Semi-Urban,0,0
Bangalore,55,55658,Secondary,Unemployed,6.08,6,Rural,3,0
Chennai,23,57165,Postgraduate,Self-Employed,3.33,7,Semi-Urban,2,1
Jaipur,52,85781,Graduate,Government,9.1,2,Urban,2,1
Mumbai,59,145931,Graduate,Private,4.36,5,Rural,1,1
Kolkata,18,34164,Postgraduate,Government,2.48,6,Urban,3,1
Pune,63,109946,Secondary,Self-Employed,5.68,5,Semi-Urban,1,1
Jaipur,53,132580,Postgraduate,Self-Employed,8.05,4,Urban,0,1
Jaipur,29,104251,Postgraduate,Private,0.68,7,Semi-Urban,0,1
Jaipur,55,25773,Secondary,Private,5.3,6,Semi-Urban,2,0
Lucknow,28,38939,Secondary,Self-Employed,7.85,5,Rural,3,0
Jaipur,29,142186,Postgraduate,Private,1.48,6,Semi-Urban,2,1
Kolkata,59,103475,Postgraduate,Unemployed,9.08,4,Rural,3,1
Mumbai,67,17818,Graduate,Unemployed,3.01,1,Rural,1,0
Mumbai,56,14335,Secondary,Self-Employed,2.12,1,Rural,0,0
Jaipur,24,60008,Primary,Government,6.1,7,Rural,0,0
Delhi,28,76745,Secondary,Private,2.16,3,Rural,1,0
Kolkata,53,8577,Postgraduate,Private,6.96,6,Semi-Urban,4,1
Kolkata,69,78916,Postgraduate,Unemployed,5.16,4,Semi-Urban,4,0
Hyderabad,48,140148,Postgraduate,Private,1.54,5,Rural,4,0
Ahmedabad,50,64314,Postgraduate,Government,9.17,3,Semi-Urban,3,1
Bangalore,30,46205,Primary,Private,6.9,6,Rural,1,0
Bangalore,35,147167,Secondary,Private,5.69,3,Semi-Urban,3,1
Delhi,58,118583,Primary,Unemployed,4.06,6,Rural,3,0
Bangalore,41,89715,Primary,Private,1.78,7,Urban,1,0
Hyderabad,26,61680,Postgraduate,Self-Employed,7.22,7,Urban,3,1
Chennai,48,33400,Primary,Self-Employed,8.23,1,Rural,1,0
Bangalore,58,112345,Postgraduate,Government,1.7,5,Semi-Urban,4,1
Kolkata,27,92110,Postgraduate,Government,5.2,4,Rural,4,1
Chennai,19,125120,Postgraduate,Government,5.11,7,Semi-Urban,3,1
Bangalore,55,33562,Primary,Government,3.82,1,Rural,0,0
Kolkata,32,23510,Postgraduate,Unemployed,8.0,3,Rural,1,1
Kolkata,20,66608,Primary,Private,1.45,2,Semi-Urban,2,0
Jaipur,60,57182,Secondary,Unemployed,2.45,7,Semi-Urban,2,0
Mumbai,48,31883,Postgraduate,Government,0.52,3,Rural,3,0
Delhi,23,16094,Graduate,Private,4.04,2,Urban,0,0
Hyderabad,20,138479,Graduate,Self-Employed,3.27,6,Urban,1,1
Lucknow,28,17644,Graduate,Unemployed,8.74,1,Urban,4,0
Ahmedabad,32,90834,Graduate,Private,7.59,6,Urban,3,1
Bangalore,62,113982,Graduate,Self-Employed,1.3,4,Urban,1,0
Bangalore,69,57748,Primary,Self-Employed,7.54,5,Semi-Urban,1,0
Chennai,45,64021,Secondary,Government,6.92,7,Urban,1,1
Chennai,27,67651,Primary,Self-Employed,3.18,2,Semi-Urban,0,0
Ahmedabad,55,41807,Postgraduate,Self-Employed,0.65,7,Urban,1,0
Bangalore,64,33669,Secondary,Government,1.59,5,Semi-Urban,0,0
Pune,67,143354,Secondary,Private,2.87,6,Urban,0,1
Hyderabad,67,31539,Secondary,Private,8.26,1,Urban,1,1
Bangalore,24,139379,Secondary,Government,4.92,1,Semi-Urban,4,1
Mumbai,32,22745,Graduate,Unemployed,9.22,6,Semi-Urban,1,1
Ahmedabad,35,39555,Postgraduate,Government,8.0,6,Rural,4,1
Pune,35,137145,Secondary,Private,3.23,1,Urban,3,0
Hyderabad,69,37683,Secondary,Unemployed,8.53,4,Urban,2,0
Bangalore,58,30741,Graduate,Government,1.61,2,Semi-Urban,3,0
Lucknow,41,8599,Primary,Private,0.84,5,Semi-Urban,0,0
Jaipur,19,133513,Primary,Private,6.28,3,Urban,3,1
Mumbai,57,32293,Primary,Private,3.75,7,Urban,2,0
Lucknow,37,20389,Postgraduate,Self-Employed,3.63,6,Semi-Urban,2,0
Chennai,51,17318,Primary,Self-Employed,7.03,6,Semi-Urban,4,0
Chennai,60,8055,Secondary,Unemployed,8.58,7,Urban,3,0
Bangalore,43,126164,Graduate,Unemployed,3.56,1,Semi-Urban,0,0
Chennai,24,87579,Graduate,Unemployed,3.59,5,Semi-Urban,0,0
Mumbai,55,142392,Primary,Self-Employed,5.57,5,Urban,4,0
Hyderabad,47,109817,Graduate,Unemployed,6.71,4,Rural,4,0
Kolkata,59,9642,Secondary,Private,2.43,2,Semi-Urban,3,0
Delhi,22,14321,Primary,Private,9.17,4,Rural,4,0
Ahmedabad,28,84968,Secondary,Unemployed,6.72,4,Semi-Urban,2,0
Hyderabad,18,107770,Postgraduate,Unemployed,6.44,5,Rural,0,1
Kolkata,51,114762,Secondary,Self-Employed,9.09,2,Semi-Urban,2,1
Pune,18,119183,Secondary,Private,9.12,2,Rural,1,1
Mumbai,36,122159,Secondary,Government,1.79,2,Rural,2,0
Lucknow,19,30727,Secondary,Government,1.88,7,Semi-Urban,0,0
Kolkata,38,78820,Postgraduate,Self-Employed,7.74,1,Rural,1,1
Mumbai,37,114062,Primary,Self-Employed,9.59,2,Urban,3,1
Jaipur,40,32476,Secondary,Self-Employed,6.83,5,Urban,1,1
Lucknow,38,147063,Primary,Private,4.41,7,Urban,4,0
Chennai,41,125355,Graduate,Unemployed,6.99,1,Rural,0,1
Chennai,21,75047,Secondary,Unemployed,2.67,3,Semi-Urban,4,0
Lucknow,29,146868,Secondary,Self-Employed,9.98,6,Rural,2,1
Pune,39,8881,Graduate,Private,4.6,4,Semi-Urban,3,0
Pune,37,20668,Primary,Government,9.35,2,Rural,0,1
Pune,35,33106,Postgraduate,Self-Employed,4.59,3,Semi-Urban,3,0
Kolkata,18,20729,Secondary,Private,9.32,2,Rural,0,1
Ahmedabad,47,134354,Graduate,Self-Employed,3.69,4,Rural,4,0
Kolkata,50,75320,Graduate,Private,7.73,5,Urban,2,1
Bangalore,41,59913,Secondary,Private,9.53,5,Rural,1,1
Delhi,31,64402,Primary,Self-Employed,6.64,4,Urban,3,0
Lucknow,53,126649,Primary,Unemployed,6.94,3,Semi-Urban,0,0
Hyderabad,22,108930,Secondary,Self-Employed,1.48,1,Semi-Urban,0,0
Delhi,28,64739,Graduate,Unemployed,5.01,6,Urban,3,0
Jaipur,41,9507,Secondary,Unemployed,8.92,6,Rural,1,0
Kolkata,48,107552,Postgraduate,Government,2.79,6,Semi-Urban,2,1
Kolkata,30,84059,Postgraduate,Private,7.99,1,Rural,0,1
Mumbai,33,140064,Primary,Self-Employed,6.92,2,Rural,0,1
Delhi,41,135514,Postgraduate,Private,2.62,4,Rural,3,1
Mumbai,30,92680,Graduate,Government,3.19,4,Semi-Urban,3,1
Hyderabad,41,30530,Postgraduate,Unemployed,4.56,1,Semi-Urban,0,0
Mumbai,43,20305,Secondary,Self-Employed,1.69,3,Rural,0,0
Delhi,19,114097,Graduate,Private,9.18,6,Urban,0,1
Lucknow,33,57044,Primary,Government,7.52,7,Urban,4,0
Jaipur,55,135436,Primary,Unemployed,3.97,4,Urban,0,0
Kolkata,63,94363,Postgraduate,Unemployed,3.35,5,Rural,2,0
Hyderabad,18,63817,Primary,Private,7.05,5,Urban,2,0
Kolkata,66,108038,Secondary,Unemployed,4.53,7,Semi-Urban,1,0
Bangalore,28,51666,Graduate,Government,2.68,4,Urban,3,0
Jaipur,68,23909,Secondary,Unemployed,4.59,6,Urban,1,0
Ahmedabad,52,149057,Secondary,Self-Employed,8.78,6,Rural,0,1
Mumbai,60,27525,Secondary,Self-Employed,1.15,6,Semi-Urban,3,0
Chennai,46,117293,Secondary,Private,4.0,3,Semi-Urban,0,1
Delhi,54,106046,Graduate,Government,9.64,5,Urban,3,1
Kolkata,34,42403,Graduate,Unemployed,0.64,3,Rural,4,0
Mumbai,56,139902,Secondary,Unemployed,8.96,1,Rural,4,0
Hyderabad,59,136605,Secondary,Unemployed,4.06,2,Urban,4,0
Kolkata,45,28504,Primary,Self-Employed,2.3,6,Semi-Urban,1,0
Ahmedabad,46,115551,Primary,Government,0.64,1,Semi-Urban,3,0
Jaipur,60,60715,Graduate,Unemployed,1.17,2,Semi-Urban,1,0
Jaipur,20,41855,Primary,Private,2.13,7,Rural,3,0
Kolkata,69,46721,Graduate,Government,0.74,5,Urban,0,0
Hyderabad,27,116597,Graduate,Government,3.69,2,Rural,4,1
Jaipur,59,105659,Postgraduate,Unemployed,0.93,2,Semi-Urban,4,0
Jaipur,31,39723,Graduate,Self-Employed,7.08,4,Rural,3,0
Ahmedabad,29,10539,Primary,Government,8.28,2,Semi-Urban,1,0
Delhi,64,121360,Postgraduate,Private,8.93,4,Urban,1,1
Hyderabad,59,106140,Primary,Government,5.72,2,Semi-Urban,2,1
Hyderabad,47,74180,Graduate,Self-Employed,9.49,4,Urban,4,1
Lucknow,49,121985,Graduate,Private,0.55,5,Rural,4,0
Lucknow,49,90981,Secondary,Self-Employed,1.77,5,Rural,1,0
Jaipur,59,40934,Graduate,Unemployed,3.29,2,Rural,4,0
Chennai,49,145583,Postgraduate,Government,8.0,7,Semi-Urban,1,1
Lucknow,43,136255,Graduate,Private,8.91,7,Urban,2,1
Jaipur,68,14475,Secondary,Self-Employed,6.37,3,Rural,3,0
Pune,18,64577,Graduate,Unemployed,4.14,7,Rural,3,0
Bangalore,59,31008,Graduate,Private,6.83,5,Urban,2,1
Bangalore,19,47756,Graduate,Government,2.22,1,Semi-Urban,4,0
Hyderabad,34,85730,Secondary,Government,4.85,7,Rural,0,1
Chennai,47,87702,Primary,Self-Employed,5.32,1,Semi-Urban,4,0
Ahmedabad,56,51840,Graduate,Private,1.5,4,Semi-Urban,1,0
Delhi,24,43623,Postgraduate,Unemployed,0.82,3,Semi-Urban,0,0
Lucknow,69,68303,Secondary,Unemployed,7.63,6,Rural,2,0
Pune,44,51062,Postgraduate,Unemployed,5.58,4,Rural,3,0
Jaipur,26,61690,Graduate,Self-Employed,3.66,2,Urban,3,0
Chennai,39,103980,Secondary,Unemployed,4.65,7,Urban,4,0
Hyderabad,51,140162,Graduate,Private,9.6,5,Semi-Urban,3,1
Lucknow,63,50266,Postgraduate,Self-Employed,4.16,3,Rural,4,0
Chennai,66,92643,Secondary,Government,1.48,4,Semi-Urban,1,0
Lucknow,18,63704,Primary,Self-Employed,4.9,4,Urban,1,0
Delhi,26,122374,Primary,Self-Employed,6.66,1,Semi-Urban,2,1
Delhi,37,13382,Primary,Self-Employed,0.62,2,Semi-Urban,1,0
Ahmedabad,36,94609,Graduate,Private,3.66,4,Rural,4,0
Bangalore,53,51698,Secondary,Government,4.24,1,Semi-Urban,3,0
Mumbai,57,6110,Postgraduate,Government,4.91,3,Semi-Urban,1,1
Mumbai,62,120266,Postgraduate,Self-Employed,3.37,4,Rural,1,1
Lucknow,21,136458,Graduate,Self-Employed,6.84,6,Rural,4,1
Ahmedabad,26,52801,Graduate,Self-Employed,9.47,6,Urban,1,1
Mumbai,58,119012,Postgraduate,Private,9.18,1,Rural,3,1
Hyderabad,39,101085,Secondary,Private,6.81,6,Semi-Urban,3,1
Mumbai,35,36566,Graduate,Unemployed,5.32,2,Urban,3,0
Kolkata,29,28798,Secondary,Government,8.35,5,Urban,3,1
Jaipur,59,149637,Postgraduate,Unemployed,8.44,6,Urban,0,1
Ahmedabad,60,28027,Secondary,Unemployed,8.38,3,Urban,3,0
Hyderabad,56,10631,Primary,Self-Employed,2.0,4,Semi-Urban,0,0
Chennai,26,61878,Postgraduate,Private,0.74,1,Semi-Urban,3,0
Hyderabad,23,50206,Primary,Unemployed,9.84,4,Semi-Urban,3,0
Bangalore,36,108473,Postgraduate,Unemployed,9.62,5,Semi-Urban,4,1
Chennai,65,63334,Primary,Unemployed,5.86,4,Urban,3,0
Pune,64,77323,Secondary,Self-Employed,9.93,4,Semi-Urban,1,1
Jaipur,24,58619,Postgraduate,Self-Employed,7.82,1,Urban,3,1
Jaipur,33,108536,Postgraduate,Private,5.42,5,Rural,2,1
Jaipur,22,140360,Primary,Unemployed,4.2,3,Semi-Urban,4,0
Jaipur,33,11734,Secondary,Unemployed,6.13,1,Rural,4,0
Lucknow,18,44008,Postgraduate,Private,5.4,7,Rural,3,1
Jaipur,68,54349,Graduate,Private,9.94,5,Semi-Urban,2,1
Jaipur,54,143886,Primary,Private,5.16,5,Urban,3,0
Jaipur,56,143923,Postgraduate,Government,8.44,4,Rural,1,1
Ahmedabad,36,129478,Secondary,Private,8.23,2,Semi-Urban,4,1
Lucknow,54,137672,Secondary,Self-Employed,1.18,2,Rural,4,0
Delhi,34,61614,Secondary,Government,1.33,3,Rural,2,0
Hyderabad,43,8692,Secondary,Private,6.77,4,Semi-Urban,0,0
Hyderabad,39,131745,Primary,Self-Employed,2.96,2,Rural,2,0
Chennai,25,25373,Postgraduate,Private,6.75,1,Urban,1,1
Ahmedabad,50,117413,Primary,Private,1.87,3,Urban,2,0
Kolkata,19,19507,Primary,Government,4.27,4,Rural,0,0
Hyderabad,47,67931,Secondary,Self-Employed,1.47,6,Rural,1,0
